Query,Title,Author,Publisher,Publised Year,Categories,Distinc Amount,Average,Sentiment,Percentile
5,Honk If You Love Aphrodite,['Daniel Evan Weiss'],Serpents Tail,1999,['Fiction'],,,0.4220275,0.31363949999999996
5,In the Land of Oz,['L. Frank Baum'],BoD – Books on Demand,2020,['Fiction'],,,0.36077000000000004,0.31363949999999996
5,Tennyson Selected Poems,['Alfred Tennyson'],Penguin Classics,2007,['Fiction'],,,0.31618875,0.31363949999999996
5,"Classical studies for guitar / klassische etuden fur gitarre / etudes classiques pour guitare (English, German and French Edition)","['Robert Ludlum', 'Mills Kyle']",Luitingh Sijthoff,2013,['Fiction'],,,0.486015,0.31363949999999996
5,Interviews From the Sanctuary,['Barbara Kelsch'],Xulon Press,2004,['Fiction'],,,0.389854,0.31363949999999996
5,Incognito (Arabesque),['Khaled Talib'],Newsline Communications,2021,['Fiction'],,,0.40942000000000006,0.31363949999999996
5,Friendly Persuasion,['Jessamyn West'],Mariner Books,2003,['Fiction'],,,0.36619,0.31363949999999996
5,Share of Honor,['Ralph Graves'],Henry Holt,1989,['Fiction'],,,0.34750000000000003,0.31363949999999996
5,Mr. Right on & Other Stories,['Sarah Morgenthaler'],Sourcebooks Casablanca,2020,['Fiction'],,,0.46875,0.31363949999999996
5,Elfen Gold,['Sheri L. McGathy'],Double Dragon Pub,2005,['Fiction'],,,0.3885983333333333,0.31363949999999996
4,I know this much is true,['Wally Lamb'],Harper,1998,['Fiction'],1630,4.5,,
4,Pride and Prejudice,['Jane Austen'],Courier Corporation,1995,['Fiction'],20371,4.527661872269403,,
4,The Secret Garden,['Frances Hodgson Burnett'],Harper Collins,1998,['Juvenile Fiction'],902,4.539911308203991,,
4,The Lord of the Rings (3 Volume Set),['J. R. R. Tolkien'],,1996,"['Baggins, Bilbo (Fictitious character)']",2477,4.578118691966088,,
4,The Killer Angels (Turtleback School & Library Binding Edition),['Michael Shaara'],Turtleback Books,1996,['Fiction'],800,4.66375,,
4,A Christmas Carol [One Voice Recordings Edition],['Charles Dickens'],Everyman's Library,1994,['Fiction'],1002,4.684630738522954,,
4,A Tree Grows in Brooklyn,['Betty Smith'],Random House,1992,['Fiction'],3904,4.706711065573771,,
4,"A Tree Grows in Brooklyn by Smith, Betty",['Betty Smith'],Random House,1992,['Fiction'],786,4.707379134860051,,
4,Harry Potter and the Chamber of Secrets,['J. K. Rowling'],Raincoast Books,1999,['Juvenile Fiction'],3137,4.731590691743704,,
4,All Creatures Great and Small,['James Herriot'],Macmillan,1992,['Biography & Autobiography'],824,4.79126213592233,,
5,Sweet & Simple Country Cross-Stitch,['Sherryl Woods'],HarperCollins,2022,['Fiction'],,,0.38690125,0.31363949999999996
5,Match Made for Murder,['Iona Whishaw'],TouchWood Editions,2020,['Fiction'],,,0.39119666666666664,0.31363949999999996
5,Christmas From the Heart of the Home,['Grace Thompson'],Canelo,2016,['Fiction'],,,0.37978222222222224,0.31363949999999996
5,Beyond Definition: New Writing from Gay and Lebian San Francisco,"['Marci Blackman', 'Trebor Healey']",Manic d Press,1994,['Fiction'],,,0.33611,0.31363949999999996
5,Elvendude,['Mark Shepherd'],Baen Books,1994,['Fiction'],,,0.32528799999999997,0.31363949999999996
5,"Pamela: A Novel (Atelos (Series), 4.)",['Pamela Lu'],Atelos Press,1998,['Fiction'],,,0.38207250000000004,0.31363949999999996
5,Dark Laughter,['Sherwood Anderson'],Edizioni Grenelle,2016,['Fiction'],,,0.49914,0.31363949999999996
5,Drawn & Quarterly (Volume 3),['Jonathan Strong'],Quale Press,2008,['Fiction'],,,0.575995,0.31363949999999996
5,Della's House of Style,"['Donna Hill', 'Rochelle Alers', 'Felicia Mason', 'Francis Ray']",St. Martin's Paperbacks,2015,['Fiction'],,,0.3713361538461538,0.31363949999999996
5,Dreams of Yesterday,['L. H. Cosway'],,2020,['Fiction'],,,0.5,0.31363949999999996
5,Catseye (Shattered Light),"['William R. Forstchen', 'Jaki Demarest']",,1998,['Fiction'],,,0.4157685714285714,0.31363949999999996
5,Chaos Realm: the immortals,['S. E. Bellian'],Publishamerica Incorporated,2004,['Fiction'],,,0.4880066666666667,0.31363949999999996
5,End of Fame (Discovery),"['Bill Adams', 'Cecil Brooks']",Del Rey,1994,['Fiction'],,,0.35056,0.31363949999999996
5,Into the Wild Wind,['Priya Rajamani'],Notion Press,2018,['Fiction'],,,0.36359117647058825,0.31363949999999996
5,Bloodfire,['Terry Brooks'],Hachette UK,2013,['Fiction'],,,0.38472,0.31363949999999996
5,Good-bye to an old friend,['Brian Freemantle'],Open Road Media,2011,['Fiction'],,,0.33333,0.31363949999999996
5,The Most Daring Dreams,['Jeanne Allen'],New Concepts Pub,2001,['Fiction'],,,0.425,0.31363949999999996
5,Fuentes: Lectura y redaccion,"['Donald N. Tuten', 'Lucia Caycedo Garner', 'Carmelo Esterrich']",Cengage Learning,2014,['Fiction'],,,0.455,0.31363949999999996
5,Jacob Atabet (Library of Spiritual Adventure),['Michael Murphy'],Open Road Media,2011,['Fiction'],,,0.42056999999999994,0.31363949999999996
5,Another Good Loving Blues,['A. R. Flowers'],,1994,['Fiction'],,,0.390695,0.31363949999999996
5,The Pattern of Her Heart (Lights of Lowell Series #3),"['Tracie Peterson', 'Judith Miller']",Bethany House,2005,['Fiction'],,,0.3777522222222222,0.31363949999999996
5,Missing Women and Others,['June Spence'],Penguin,1999,['Fiction'],,,0.32964333333333334,0.31363949999999996
5,Ex-Virgin,['Rachel Knowles'],Strategic Book Publishing,2009,['Fiction'],,,0.805,0.31363949999999996
5,Bookends,['Jane Green'],Crown,2002,['Fiction'],,,0.343526875,0.31363949999999996
5,The Hart Brothers Rey & Leo : A Man Of Means\Lionhearted,['Diana Palmer'],Harlequin Books,2005,['Fiction'],,,0.322425,0.31363949999999996
5,The odyssey of Mister Man,"['Robert Louis Stevenson', 'Tim Middleton']",Wordsworth Editions,1993,['Fiction'],,,0.4,0.31363949999999996
5,The Captains Lady,['Margaret McPhee'],Harlequin Mills & Boon,2006,['Fiction'],,,0.35972,0.31363949999999996
5,Steinbeck Novels 1942-1952: The Moon Is Down / Cannery Row / The Pearl / East of Eden (Library of America),['John Steinbeck'],Library of America John Steinb,2001,['Fiction'],,,0.347202,0.31363949999999996
5,"Gloriana, or the Unfulfilled Queen: Being a Romance",['Michael Moorcock'],Popular Library,1986,['Fiction'],,,0.31367333333333336,0.31363949999999996
5,Don Quijote De La Mancha,['Miguel de Cervantes Saavedra'],Espasa-Calpe,2005,['Fiction'],,,0.42505,0.31363949999999996
5,Asian Storm (Don Pendleton's Mack Bolan : Stony Man),['Don Pendleton'],Gold Eagle,1997,['Fiction'],,,0.7,0.31363949999999996
5,THE DIAMOND BIKINI,['Charles Williams'],Open Road Media,2012,['Fiction'],,,0.382145,0.31363949999999996
5,Their Secret Son (Silhouette Special Edition Series #1667),['Judy Duarte'],Harlequin,2011,['Fiction'],,,0.32,0.31363949999999996
5,"Shadow of the Hawk. *A saga of the Southwest,Book VIII.",['Leigh Franklin James'],Bantam,1985,['Fiction'],,,0.525,0.31363949999999996
5,The Iron Grail (Merlin Codex Book 2),['Robert Holdstock'],Hachette UK,2015,['Fiction'],,,0.32082666666666665,0.31363949999999996
5,Scream of the Dragonflies and Other Stories,['Ravi Shankar'],South Asia Books,1996,['Fiction'],,,0.33586,0.31363949999999996
5,"Computers & Typesetting, Volume B: TeX: The Program",['Hugo Brandt Corstius'],Singel Uitgeverijen,2013,['Fiction'],,,0.39266,0.31363949999999996
5,Eight Cousins,['Louisa May Alcott'],Read Books Ltd,2015,['Fiction'],,,0.3300080662983425,0.31363949999999996
5,Secrets of Gingerbread Men,['Valorie M. Taylor'],,2001,['Fiction'],,,0.318029,0.31363949999999996
5,Happily Ever After: The Book Lover's Treasury of Happy Endings,['Walter Browder'],Thomas Nelson,2005,['Fiction'],,,0.46429,0.31363949999999996
5,Sweet Passion's Pain,['Karen S. Harper'],Zebra Books,1984,['Fiction'],,,0.33929,0.31363949999999996
5,Bury the Past,"[""James L'Etoile""]",Crooked Lane Books,2017,['Fiction'],,,0.420975,0.31363949999999996
5,Star Loot,['A. Bertram Chandler'],Hachette UK,2015,['Fiction'],,,0.44166666666666665,0.31363949999999996
5,Terror in the Steel Mountains: A Paul Holder Adventure,['Gerald Roe'],Publishamerica Incorporated,2004,['Fiction'],,,0.3972025,0.31363949999999996
5,Reprisal (Don Pendleton's Mack Bolan : Stony Man),['Don Pendleton'],Gold Eagle,1998,['Fiction'],,,0.53333,0.31363949999999996
5,The Hour of the Blue Fox,['Sjón'],Hachette UK,2019,['Fiction'],,,0.39226333333333335,0.31363949999999996
5,Mary Anne,['Anne Eekhout'],"Bezige Bij b.v., Uitgeverij De",2021,['Fiction'],,,0.4275,0.31363949999999996
5,Bug & Nona on the go,['Edgar Allan Poe'],Courier Corporation,1991,['Fiction'],,,0.54688,0.31363949999999996
5,Barking Her Way to the Top : A Collie Pursues a Career in the Civil Service,['Howard Douglas Rowland'],,2000,['Fiction'],,,0.3412188888888889,0.31363949999999996
5,The Picnic and Other Inimitable Stories,['Gerald Durrell'],Simon & Schuster,1980,['Fiction'],,,0.3875,0.31363949999999996
5,Avenger of Blood: A Novel (Apocalypse Diaries),['John Hagee'],Thomas Nelson,2008,['Fiction'],,,0.32191749999999997,0.31363949999999996
5,"Jesus, Son of Man",['Kahlil Gibran'],Createspace Independent Pub,2013,['Fiction'],,,0.433335,0.31363949999999996
5,"Star trek III, the search for Spock",['Vonda N. McIntyre'],Simon and Schuster,2000,['Fiction'],,,0.37418999999999997,0.31363949999999996
5,Rod Rage,['Ruth Rendell'],Random House,2010,['Fiction'],,,0.35874,0.31363949999999996
5,"Mohammedanism. Lectures on Its Origin, Its Religious and Political Growth and Its Present State",['C. Snouck Hurgronje'],Good Press,2019,['Fiction'],,,0.375,0.31363949999999996
5,The L Shaped Room,['Lynne Reid Banks'],Random House,2014,['Fiction'],,,0.31617750000000006,0.31363949999999996
5,Monsieur Rene,['Peter Ustinov'],,1999,['Fiction'],,,0.31618,0.31363949999999996
5,the thing about clarissa,['Samuel Richardson'],Broadview Press,2010,['Fiction'],,,0.47762,0.31363949999999996
5,Kate's Book,['Marie Ferrarella'],HarperCollins UK,2010,['Fiction'],,,0.408704,0.31363949999999996
5,"Royal Masquerade (Royally Wed) (Silhouette Romance, No 1432)",['Arlene James'],Harlequin Books,2000,['Fiction'],,,0.37285500000000005,0.31363949999999996
5,Gone From Breezy Hill,['Nora Ashby'],Berkley,1985,['Fiction'],,,0.50046,0.31363949999999996
5,The Hotel Bradbury,['Steve Beck'],,2001,['Fiction'],,,0.34957,0.31363949999999996
5,Three complete novels,['Dean Ray Koontz'],Wings,1991,['Fiction'],,,0.350155,0.31363949999999996
5,"The honourable Mr. Tawnish,",['Jeffery Farnol'],Good Press,2019,['Fiction'],,,0.4,0.31363949999999996
5,Murder for Christmas,['Francis Duncan'],Random House,2015,['Fiction'],,,0.48333,0.31363949999999996
5,Betty & Veronica Summer Fun (Archie Classics),['Tiffany McDaniel'],Hachette UK,2020,['Fiction'],,,0.37022444444444447,0.31363949999999996
5,Fourth Reich Death Squad (They Call Me Mercenary No 3),['Jerry Ahern'],Speaking Volumes,2012,['Fiction'],,,0.46667,0.31363949999999996
5,Desert Heat,['J. A. Jance'],Harper,2009,['Fiction'],,,0.33452,0.31363949999999996
5,100 Great Fantasy Short Short Stories,"['Isaac Asimov', 'Terry Carr']",Avon Books,1985,['Fiction'],,,0.40866800000000003,0.31363949999999996
5,Callie Get Your Groom (Bridal Fever!) (Harlequin Romance),['Julianna Morris'],Silhouette,2014,['Fiction'],,,0.3529,0.31363949999999996
5,Courting Claudia,['Robyn DeHart'],Harper Collins,2009,['Fiction'],,,0.324290625,0.31363949999999996
5,Editha's burglar,['Frances Hodgson Burnett'],Prabhat Prakashan,2021,['Fiction'],,,0.34514,0.31363949999999996
5,In the arms of our elders,['William Henry Lewis'],Blair,1994,['Fiction'],,,0.375,0.31363949999999996
5,The Unauthorized Anne Rice Companion,['George W. Beahm'],Andrews McMeel Pub,1996,['Fiction'],,,0.46667,0.31363949999999996
5,Assassins: An Experience in Sound and Drama,"['Tim Lahaye', 'Jerry Jenkins']",Kok,2018,['Fiction'],,,0.35081875,0.31363949999999996
5,Defiant Rose,['Colleen Quinn'],Diamond/Charter,1992,['Fiction'],,,0.32222,0.31363949999999996
5,Pudding and Pie,['Nancy Mitford'],Vintage,2013,['Fiction'],,,0.44,0.31363949999999996
5,The Searcher (Leisure Western),['F. M. Parker'],Leisure Books,2006,['Fiction'],,,0.8,0.31363949999999996
5,Daniel Plainway: Or The Holiday Haunting of the Moosepath League,['Van Reid'],Viking Adult,2000,['Fiction'],,,0.330574,0.31363949999999996
5,"Trailsman #245, The;: Bloody Brazos",['Jon Sharpe'],Penguin,1999,['Fiction'],,,0.4875,0.31363949999999996
5,Copper Moon,['Rachel Caine'],Open Road Media,2021,['Fiction'],,,0.51429,0.31363949999999996
5,LAST IMMORTAL,['J. O. Jeppson'],Fawcett Books,1981,['Fiction'],,,0.5625,0.31363949999999996
5,Bone,['Kathy Reichs'],Simon and Schuster,2021,['Fiction'],,,0.3776466666666667,0.31363949999999996
5,Forged in Honor,['Leonard B. Scott'],,1996,['Fiction'],,,0.31726,0.31363949999999996
5,Lesbian Pulp Fiction: The Sexually Intrepid World of Lesbian Paperback Novels 1950-1965,['Katherine V. Forrest'],,2005,['Fiction'],,,0.32000333333333336,0.31363949999999996
5,Green City in the Sun,['Barbara Wood'],Turner Publishing Company,2012,['Fiction'],,,0.32708857142857134,0.31363949999999996
5,Covenant of the Forge,['Dan Parkinson'],Wizards of the Coast,2012,['Fiction'],,,0.4046654545454546,0.31363949999999996
5,Eligible Stranger (Harlequin Romance),['Tracy Sinclair'],Harlequin Books,2000,['Fiction'],,,0.47778,0.31363949999999996
5,"Scouts of the Valley, The",['Joseph A. Altsheler'],Good Press,2019,['Fiction'],,,0.39091750000000003,0.31363949999999996
5,First Born Son: The Delancey Brothers (Harlequin Superromance No. 825),"['Muriel Jensen', 'Sara Craven']",Harlequin Treasury-Harlequin Superromance 90s,1979,['Fiction'],,,0.3538575,0.31363949999999996
5,Masquerading as Angels,"['Karla Turner', 'Ted Rice']",,1994,['Fiction'],,,0.5176099999999999,0.31363949999999996
5,Bones in the Badlands,['Jane Colhoff'],Publishamerica Incorporated,2003,['Fiction'],,,0.31441399999999997,0.31363949999999996
5,Blood Fury,['J. R. Ward'],Hachette UK,2018,['Fiction'],,,0.31370000000000003,0.31363949999999996
5,Camelot,['Giles Kristian'],Random House,2020,['Fiction'],,,0.4666666666666666,0.31363949999999996
5,Best of Best Lesbian Erotica 2,['Tristan Taormino'],Cleis Press Start,2012,['Fiction'],,,0.34723000000000004,0.31363949999999996
5,The Dark Summer,['Priscilla Delgado'],Xlibris Corporation,2021,['Fiction'],,,0.32241,0.31363949999999996
5,A Martian Odyssey and Other Classics of Science Fiction,['Stanley Grauman Weinbaum'],,1974,['Fiction'],,,0.36181,0.31363949999999996
5,LIFE'S DETOUR,['Floyd F. Dickerson'],Xlibris Corporation,2018,['Fiction'],,,0.33333,0.31363949999999996
5,Silver Lining: Special Assets 3,['Jeff Doyle'],Widebrim Publishing,2004,['Fiction'],,,0.49722,0.31363949999999996
5,More Serious Pleasure,['Sheba Collective'],"Pittsburgh, Pa. : Cleis Press",1990,['Fiction'],,,0.33627,0.31363949999999996
5,A PEEP BEHIND THE SCENES,['O. F. Walton'],1st World Publishing,2005,['Fiction'],,,0.39108857142857145,0.31363949999999996
5,Misterioso,['Arne Dahl'],Singel Uitgeverijen,2013,['Fiction'],,,1.0,0.31363949999999996
5,Barriers Burned Away (The works of E. P. Roe),['E.P. Roe'],BoD – Books on Demand,2018,['Fiction'],,,0.319785,0.31363949999999996
5,Mackenzie's Mission,['Linda Howard'],Silhouette,2007,['Fiction'],,,0.3304248979591837,0.31363949999999996
5,The Trade Off: My Husband/Your Wife,['Robert H. Rimmer'],iUniverse,2000,['Fiction'],,,0.45,0.31363949999999996
5,Wild Desire (Topaz Historical Romances),"['Topaz', 'Jennifer Blake', 'Shirl Henke', 'Georgina Gentry', 'Becky L. Weyrich']",Signet,1994,['Fiction'],,,0.37600500000000003,0.31363949999999996
5,The Vocab-Vitamin Vocabulary Booster: Use the Words You Already Know To Learn the 550 Words You Need To Know,['John Grisham'],A.W. Bruna Uitgevers,2015,['Fiction'],,,0.31379999999999997,0.31363949999999996
5,Mom Doth Murder Sleep,['James Yaffe'],Minotaur Books,2016,['Fiction'],,,0.3244,0.31363949999999996
5,Tales from The Tummy Trilogy,['Monica La Porta'],Monica La Porta,2017,['Fiction'],,,0.35327722222222224,0.31363949999999996
5,Two By Two,['Nicholas Sparks'],Boekerij,2017,['Fiction'],,,0.46463,0.31363949999999996
5,LADY CHARLOTTE'S RUSE (SIGNET REGENCY ROMANCE),['Judith Harkness'],Argo Navis,2014,['Fiction'],,,0.46875,0.31363949999999996
5,Fancy That!,['Dennis Shay'],Lulu.com,2008,['Fiction'],,,0.44538,0.31363949999999996
5,Death by Horoscope,['Anne Perry'],Carroll & Graf Pub,2003,['Fiction'],,,0.45297666666666664,0.31363949999999996
5,The Great Stone Face,['Nathaniel Hawthorne'],Good Press,2021,['Fiction'],,,0.31511374999999997,0.31363949999999996
5,Paper Roses (Topaz Historical Romances),['Patricia Rice'],Berkley,1995,['Fiction'],,,0.345065,0.31363949999999996
5,"Electricity for the farm;: Light, heat and power by inexpensive methods from the water wheel or farm engine,",['Frederick Irving Anderson'],DigiCat,2022,['Fiction'],,,0.39583250000000003,0.31363949999999996
5,The Book of Names,"['Jill Gregory', 'Karen Tintori']",Macmillan,2008,['Fiction'],,,0.31771,0.31363949999999996
5,Achilles' Fiance (Modern Greek Writers),['Alkē Zeē'],Kedros S.A.,1991,['Fiction'],,,0.41042,0.31363949999999996
5,Rainbow Mars,['Larry Niven'],Macmillan,2000,['Fiction'],,,0.31643,0.31363949999999996
5,Princess of the Veil,['Helen Mittermeyer'],Fanfare,1993,['Fiction'],,,0.3349875,0.31363949999999996
5,Around Town,['Mary Higgins Clark'],Simon and Schuster,2000,['Fiction'],,,0.31905,0.31363949999999996
5,Tipsy Marsh: The Story of a Woman,['Filton Hebbard'],iUniverse,2000,['Fiction'],,,0.33003,0.31363949999999996
5,Treasure of the Squeaky Wheel,"['John Anthony Scott', 'Kay Buttles']",,2000,['Fiction'],,,0.35966,0.31363949999999996
5,HELP MY MY MARRIAGE IS IN TROUBLE . I NEED A SECOND CHANCE,"['Michelle Love', 'Scarlett King']",Blessings For All SC,2022,['Fiction'],,,0.35204,0.31363949999999996
5,"Natural, The (Rodeo Riders)",['Dusty Richards'],,2002,['Fiction'],,,0.356445,0.31363949999999996
5,The Assassin's Riddle (The sorrowful mysteries of Brother Athelstan),['Paul Doherty'],Headline Book Pub Limited,1997,['Fiction'],,,0.36665250000000005,0.31363949999999996
5,Silver Surfer: Judgement Day (Marvel graphic novel),"['Stan Lee', 'John Buscema']",Marvel Enterprises,1990,['Fiction'],,,0.500925,0.31363949999999996
5,When the Storm Breaks (The Queensland Chronicles Series #3),['Bonnie Leon'],Baker Books,2006,['Fiction'],,,0.3716825,0.31363949999999996
5,The Crater: Seven Days Of Terror In Putnam County,['David D. Holt'],AuthorHouse,2005,['Fiction'],,,0.3373175,0.31363949999999996
5,The Island of the Elyms,['Yvonne Cardogna'],Trafford Publishing,2006,['Fiction'],,,0.45,0.31363949999999996
5,Forty Love,['Olivia Dade'],Hussies & Harpies Press,2020,['Fiction'],,,0.43603428571428576,0.31363949999999996
5,"The Wizard's Fate (Dragonlance: The Ergoth Trilogy, Book 2)","['Paul B. Thompson', 'Tonya C. Cook']",Wizards of the Coast,2013,['Fiction'],,,0.31843333333333335,0.31363949999999996
5,Killer Cinderella,['Simon Shaw'],Doubleday Books,1992,['Fiction'],,,0.38571,0.31363949999999996
5,When Calls the Heart (Secrets of Heathersleigh Hall),['Michael Phillips'],Baker Books,2015,['Fiction'],,,0.3284932231404959,0.31363949999999996
5,Beneath a Midnight Moon,['Madeline Baker'],,1994,['Fiction'],,,0.3602485714285714,0.31363949999999996
5,The House at Sunset: Complete & Unabridged,['Norah Lofts'],House of Stratus Limited,2000,['Fiction'],,,0.37501,0.31363949999999996
5,Destiny Feared: Volume II: The Instinctual Beast,['K. D. Snyder'],Createspace Independent Pub,2005,['Fiction'],,,0.320385,0.31363949999999996
5,The Snowy Range Gang (Evans Novel of the West),['Mike Blakely'],New York : M. Evans,1992,['Fiction'],,,0.47176,0.31363949999999996
5,Sword of Chaos,['Marion Zimmer Bradley'],"D A W Books, Incorporated",1982,['Fiction'],,,0.55,0.31363949999999996
5,Mythe Vampire,['Shiloh Walker'],Elloras Cave Pub Incorporated,2005,['Fiction'],,,0.330292,0.31363949999999996
5,"Something Borrowed, Something Blue",['Emily Giffin'],St. Martin's Griffin,2015,['Fiction'],,,0.39848,0.31363949999999996
5,Artrex: Dark Hero,['David Luke Gazoul'],iUniverse,2003,['Fiction'],,,0.325,0.31363949999999996
5,Cheaters: And Other Stories,['Dean Albarelli'],St Martins Press,1996,['Fiction'],,,0.36833,0.31363949999999996
5,Destiny Feared: Volume III: The Circular Arrow,['K. D. Snyder'],Createspace Independent Pub,2005,['Fiction'],,,0.359795,0.31363949999999996
5,Dwarf's blood,['Edith Olivier'],Pan Macmillan,2014,['Fiction'],,,0.39172,0.31363949999999996
5,The Wheels of Time,['Robert Jordan'],Macmillan,1990,['Fiction'],,,0.5,0.31363949999999996
5,Kilgarthen,['Gloria Cook'],Canelo,2019,['Fiction'],,,0.75,0.31363949999999996
5,"Ben and Shadoe (The Hunters, Book 5)",['Scott Mariani'],HarperCollins UK,2010,['Fiction'],,,0.48224,0.31363949999999996
5,Fire and Sword in the Sudan (First Edition),['Rudolf Carl Slatin'],Emereo Publishing,2013,['Fiction'],,,0.33532,0.31363949999999996
5,A history of pantomime,['R. J. Broadbent'],Good Press,2019,['Fiction'],,,0.5,0.31363949999999996
5,THE SCORELESS THAI - AN EVAN TANNER NOVEL,['Lawrence Block'],Harper Collins,2009,['Fiction'],,,0.33,0.31363949999999996
5,Buddy and the Indian Chief or a Boy Among the Najavos (The Buddy Series ),['Howard R. Garis'],Good Press,2021,['Fiction'],,,0.43333,0.31363949999999996
5,Love Remembered,['Lizzie Thomas'],"Mereo Books, mereobook, mereobooks",2017,['Fiction'],,,0.31873,0.31363949999999996
5,Taming Jenna,['Charlene Raddon'],Zebra Books,1994,['Fiction'],,,0.44,0.31363949999999996
5,Moon of Israel,['H. Rider Haggard'],Good Press,2021,['Fiction'],,,0.34069199999999994,0.31363949999999996
5,"Hammer and Axe: Dwarven Nations Trilogy, Vol 2 (Dragonlance)",['Dan Parkinson'],Wizards of the Coast,1993,['Fiction'],,,0.43205714285714286,0.31363949999999996
5,Sanguinet's Crown,['Patricia Veryan'],St. Martin's Press,2015,['Fiction'],,,0.37461400000000006,0.31363949999999996
5,The People of Pern,"['Robin Wood', 'Anne McCaffrey']",Walsworth Publishing Company,1988,['Fiction'],,,0.33719279999999996,0.31363949999999996
5,My health is better in November: Thirty-five stories of hunting & fishing in the South,"['Havilah Babcock', 'Claude Neuffer']",Univ of South Carolina Press,2020,['Fiction'],,,0.3742475,0.31363949999999996
5,Charlie's Camera,['Frank Phillips'],Publishamerica Incorporated,2005,['Fiction'],,,0.37629428571428575,0.31363949999999996
5,How Far Would You Have Gotten If I Hadn't Called You Back? (Point),['Valerie Hobbs'],,2005,['Fiction'],,,0.32333875,0.31363949999999996
5,Grin And Bear It (Harlequin Next),['Leslie LaFoy'],Harlequin,2005,['Fiction'],,,0.33376333333333336,0.31363949999999996
5,Stories Jesus Told Omnibus Ed,"['D. H. Lawrence', 'Mary Shelley', 'Ellis Parker Butler', 'Anthony Trollope', 'Zona Gale', 'Emma Orczy', 'Don Marquis', 'Charles W. Chesnutt', 'Kathleen Norris', 'Stanley G. Weinbaum', 'Honoré de Balzac', 'M. R. James', 'Banjo Paterson', 'Bret Harte', 'W. W. Jacobs', 'Charlotte M. Yonge', 'L. Frank Baum', 'Mary E. Wilkins Freeman', 'O. Henry', 'William Dean Howells', 'T. S. Arthur', 'Stephen Leacock', 'Sherwood Anderson', 'Robert Barr', 'Lafcadio Hearn', 'Giovanni Verga', 'Hamlin Garland', 'Émile Zola', 'Stewart Edward White', 'Sarah Orne Jewett', 'Robert W. Chambers', 'George Ade', 'Bjørnstjerne Bjørnson', 'Ruth McEnery Stuart', 'Lord Dunsany', 'George Gissing', 'Théophile Gautier', 'Paul Heyse', 'Selma Lagerlöf', 'Thomas Burke', 'Edith Nesbit', 'Arthur Morrison', 'Stacy Aumonier', 'John Galsworthy', 'E. W. Hornung', 'Ernest Bramah', 'Saki', 'Sheridan le Fanu']",Tacet Books,2019,['Fiction'],,,0.34979950000000004,0.31363949999999996
5,The Recycled Citizen,['Charlotte MacLeod'],Open Road Media,2012,['Fiction'],,,0.4625,0.31363949999999996
5,Legend: The Arthurian Tarot,['Anna-Marie Ferguson'],,1997,['Fiction'],,,0.3224921428571429,0.31363949999999996
5,Dancer Dawkins And The California Kid,['Willyce Kim'],Alyson Books,1985,['Fiction'],,,0.3475,0.31363949999999996
5,Death by Publication,['J. J. Fiechter'],Skyhorse Publishing Inc.,2013,['Fiction'],,,0.4844133333333333,0.31363949999999996
5,A Place For Annie,"['Pamela Arsenault-Ferris', 'Brian Ferris']",PublishAmerica,2003,['Fiction'],,,0.394465,0.31363949999999996
5,Beyond The Edge (Harlequin Extreme Blaze),['Susan Kearney'],Harlequin Books,2005,['Fiction'],,,0.37737499999999996,0.31363949999999996
5,Rightfully His (Silhouette Special Edition),['Sharon De Vita'],Silhouette,2004,['Fiction'],,,0.31762,0.31363949999999996
5,Conard County Reckoning,['Rachel Lee'],Harlequin Books,1996,['Fiction'],,,0.348542,0.31363949999999996
5,Her Scoundrel (Bad Luck Brides),['Geralyn Dawson'],HQN Books,2005,['Fiction'],,,0.32152571428571436,0.31363949999999996
5,"Carta Esferica, La (Spanish Edition)",['Arturo Pérez-Reverte'],,2015,['Fiction'],,,0.505915,0.31363949999999996
5,The Park Is Mine,['Stephen Peters'],Doubleday Books,1981,['Fiction'],,,0.38237,0.31363949999999996
5,Mind Games: A Brick City Story Vol. 1,['Ikish Mullens'],Author House,2004,['Fiction'],,,0.34727,0.31363949999999996
5,"Oh, money! money!",['Eleanor H. Porter'],The Floating Press,2012,['Fiction'],,,0.320648,0.31363949999999996
5,Ghosts of night and Morning,['Marvin Kaye'],Ace Books,1987,['Fiction'],,,0.45281,0.31363949999999996
5,Illustrated Screenplay: Star Wars: Episode 6: Return of the Jedi,['George Lucas'],Del Rey Books,1999,['Fiction'],,,0.3281775,0.31363949999999996
5,Miss Emily Martine and Other Stories,['Lynn Kristine Thorsen'],Branden Publishing Company,1989,['Fiction'],,,0.625,0.31363949999999996
5,Blackhawk's Sweet Revenge (Large Print Silhouette),['Joan Elliott Pickart'],Thorndike Press,2002,['Fiction'],,,0.3138442857142857,0.31363949999999996
5,Waking Up In Charleston,['Sherryl Woods'],MIRA,2018,['Fiction'],,,0.327892,0.31363949999999996
5,Quinn Legacy,['Nora Roberts'],Penguin,2018,['Fiction'],,,0.33698181818181816,0.31363949999999996
5,That Christmas Feeling: Christmas in My Heart / Christmas Moon,"['Catherine Palmer', 'Gail Gaymer Martin', 'Lois Richer']",Harlequin,2018,['Fiction'],,,0.34579000000000004,0.31363949999999996
5,The Captain's Table (Harlequin Romance #464),"['Louisa Heaton', 'Annie Claydon', 'Amy Ruttan']",Harlequin,2021,['Fiction'],,,0.3574,0.31363949999999996
